85,sphere,74.552,-1375.335,60.419,73.749,7.950,38.042,5.000,0.000,0.000,
86,sphere,76.621,-1372.748,62.830,73.756,20.517,24.208,5.000,0.000,0.000,
87,sphere,80.010,-1367.311,63.464,71.228,26.337,13.769,5.000,0.000,0.000,
88,sphere,83.459,-1364.566,61.316,66.677,29.745,4.426,5.000,0.000,0.000,
89,sphere,83.997,-1363.138,57.978,61.870,25.631,7.227,5.000,0.000,0.000,
90,sphere,85.102,-1362.274,52.929,56.548,24.746,6.951,5.000,0.000,0.000,
91,sphere,73.889,-1377.064,46.585,59.982,17.341,29.481,5.000,0.000,0.000,
92,sphere,77.451,-1373.001,44.183,53.886,21.799,19.308,5.000,0.000,0.000,
93,sphere,80.182,-1368.910,43.129,48.494,21.578,12.386,5.000,0.000,0.000,
94,sphere,83.541,-1366.031,45.292,48.145,22.189,6.173,5.000,0.000,0.000,
95,sphere,85.295,-1363.317,48.257,39.117,20.572,7.761,5.000,0.000,0.000,
96,cone,-50.403,-1400.280,49.509,20.960,-90.112,65.068,23.439,11.720,0.000,
97,cone,103.381,-1348.029,53.103,-5.628,86.020,-24.352,20.470,10.235,0.000,
